video_id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
7062386305862241538,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.5199999999999982,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073
7078775027595824390,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
7111519054262734123,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
7122225011259133227,0.0008695652173914085,0.3256233751090297,0.0008695652173914085,0.0008695652173914085,0.0008695652173914085,0.0008695652174027433,0.0008695652173914085,0.0008695652173914085,0.0008695652173914085,0.22320158046523259,0.0008695652173914085,0.0008695652173914085,0.0008695652173914085,0.10956521739130717,0.000869565217531681,0.0008695652174308785,0.0008695652173914085,0.0008695652173914085,0.0008695652174317438,0.10955909213024258,0.000869565217394231,0.21465943055606726,0.0008695652173914085,0.0008695652174496632,0.0008695652173914085
7135299722037693702,0.005714285714287677,0.005714285714287677,0.2848706139209135,0.005714285714287677,0.005714285714287677,0.005714285714287677,0.005714285714287677,0.005714285716350004,0.005714285714287677,0.005714285715413671,0.005714285714287677,0.3864021754580074,0.005714285714287677,0.005714285714287677,0.005714285714290209,0.005714285714287677,0.20301292490208045,0.005714285714287677,0.005714285714287677,0.005714285714287677,0.005714285714287677,0.005714285714287677,0.0057142857157665705,0.005714285714287677,0.005714285714287677
7147902404225191214,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.17333333333307024,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.1733333333330841,0.3400000000004379,0.17333333333332446,0.006666666666730362,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455,0.0066666666666676455
7158499382948629766,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.5199999999999783,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902,0.020000000000000902
7160931393382403374,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.5199999999999967,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014,0.02000000000000014
7163518655462984966,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
7165934683396607274,0.003076923076923949,0.0030769230769240033,0.003076923076923949,0.2338461538443442,0.0030769230777636064,0.003076923076923949,0.003076923076989969,0.0030769230773627365,0.003076923076923949,0.003076923076923949,0.003076923076923949,0.003076923076923949,0.00307692307708204,0.003076923076923949,0.003076923076923949,0.003076923077144984,0.003076923076923949,0.2778353526473555,0.003076923076923949,0.0030769230770289224,0.0030769230771332478,0.34075796917880413,0.003076923076923949,0.08294513971205536,0.003076923076923949
7167447101016755461,0.005714285714286719,0.005714285714286719,0.005714285714496432,0.005714285714286719,0.2914285714288734,0.005714285714286719,0.005714285714286719,0.14857142857123878,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286796,0.005714285714286719,0.2206870827300188,0.005714285716338398,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.005714285714286719,0.21931291726758645
7170783309008604459,0.2600000000000264,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000242266271,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.010000000000000292,0.5099999997577009,0.010000000000000292
7172725332062096683,0.3466666666228608,0.01333333333333749,0.3466666666669288,0.01333333333333749,0.01333333333333749,0.013333333376274278,0.013333333333848988,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749,0.01333333333333749
7176794657127468331,0.005000000000000399,0.005000000000110435,0.005000000000000399,0.005000000000000399,0.005000000000000399,0.00500000000005358,0.005000000000000399,0.005000000000000399,0.005000000000000399,0.005000000000068213,0.005000000000000399,0.005000000000000399,0.005000000000000399,0.12999999999948114,0.005000000000000399,0.4035331857937717,0.005000000000000399,0.005000000000000399,0.005000000000153619,0.005000000001913305,0.00500000001321665,0.3564668141907157,0.005000000000000399,0.005000000000509575,0.005000000000000399
7179174205731196162,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.1485714285705152,0.43428571428590285,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285715202172,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.1485714285713645,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285714286076,0.005714285714295633,0.005714285714286076,0.1485714285712841,0.005714285714286076
7180134020288679210,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.15198891062564301,0.005000000000001496,0.23301108937342951,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.25245491957710453,0.005000000000001496,0.005000000000001496,0.005000000000001496,0.2575450804237915,0.005000000000001496,0.005000000000001496
7180925165335776558,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.5199999999999899,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417,0.020000000000000417
7182323469554699566,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.40800009416852373,0.008000000000001745,0.20799990583131026,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000531122,0.2079999999995981,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745,0.008000000000001745
7182390892576132394,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
7182967857137847594,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.5199999999999982,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073
7185203020131519746,0.0057142857149608895,0.005714285714799817,0.00571428571428664,0.00571428571428664,0.00571428571428664,0.00571428571428664,0.00571428571428664,0.00571428571428664,0.00571428571428664,0.14857223433341227,0.14857142857018768,0.00571428571428664,0.00571428571428664,0.2914664170693835,0.00571428571428664,0.00571428571428664,0.291389920023947,0.00571428571428664,0.00571428571428664,0.005714285715992587,0.00571428571428664,0.005714285714443434,0.00571428571428664,0.00571428571428664,0.00571428571428664
7186467286746975534,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
7186670215344786734,0.519999999997363,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000002633272,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157,0.020000000000000157
7187858561085525291,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.354000016557927,0.006666666666667915,0.17333333333352843,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.006666666666667915,0.32599998344185016,0.006666666666667915,0.006666666666667915
7188365078628977926,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333340388283,0.013333333333334335,0.6799999999929219,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335,0.013333333333334335
7190118390869036330,0.004000000000000098,0.004000000000330147,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000001249131,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.6040881101496837,0.004000000000000098,0.004000000000000098,0.3039118898487352,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098,0.004000000000000098
7190392868677160235,0.020000000000001152,0.5199999999999723,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152,0.020000000000001152
7190551865782914350,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.3466666666666659,0.3466666666666641,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473,0.013333333333333473
7191809362439064874,0.013333333333334156,0.3466666666666869,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333334723384,0.3466666666652382,0.013333333333334156,0.013333333333334156,0.013333333333334156,0.013333333333334156
7192041233680764206,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.5199999999999604,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652,0.020000000000001652
7192450606987070763,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.6799999999999603,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333367387,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574,0.013333333333333574
7194979078540234026,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.6799999999999964,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478,0.013333333333333478
7197871486617636139,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.6799999999944498,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333333334073,0.013333333338866394,0.013333333333334073
